Primacy Agency,PWS ID,PWS Name,Population Served,City Name,Compliance Period Begin Date,Compliance Period End Date
Arizona,AZ0408149,CS WHITE HILLS WATER COMPANY UNIT 1,338,ST. LOUIS,01-Oct-2011,31-Dec-2011
Arizona,AZ0408149,CS WHITE HILLS WATER COMPANY UNIT 1,338,ST. LOUIS,01-Jul-2017,30-Sep-2017
Arizona,AZ0408149,CS WHITE HILLS WATER COMPANY UNIT 1,338,ST. LOUIS,01-Jan-2011,31-Mar-2011
Arizona,AZ0408149,CS WHITE HILLS WATER COMPANY UNIT 1,338,ST. LOUIS,01-Jan-2021,31-Mar-2021
Arizona,AZ0408149,CS WHITE HILLS WATER COMPANY UNIT 1,338,ST. LOUIS,01-Jul-2023,30-Sep-2023
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jan-2014,31-Mar-2014
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Oct-2012,31-Dec-2012
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jul-2013,30-Sep-2013
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Oct-2013,31-Dec-2013
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Apr-2013,30-Jun-2013
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jan-2013,31-Mar-2013
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jul-2012,30-Sep-2012
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jul-2011,30-Sep-2011
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Jan-2012,31-Mar-2012
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Oct-2011,31-Dec-2011
Arizona,AZ0408174,KATHERINE HEIGHTS,415,WASHINGTON,01-Apr-2012,30-Jun-2012
Arizona,AZ0408176,LAKE MEAD CITY COMM COOP 1,130,MEADVIEW,01-Jan-1998,31-Dec-2000
Arizona,AZ0408184,AZ STATE PRISON - GEO GROUP - KINGMAN,"3,500",GOLDEN VALLEY,01-Jan-2017,31-Dec-2019
Arizona,AZ0408191,RIVERBOUND CUSTOM STORAGE AND RV PARK,210,LAKE FOREST,01-Apr-2024,30-Jun-2024
Arizona,AZ0408302,CASTLE ROCK,80,LAKE HAVASU CITY,01-Apr-2024,30-Jun-2024
Arizona,AZ0408302,CASTLE ROCK,80,LAKE HAVASU CITY,01-Jul-2024,30-Sep-2024
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2012,31-Dec-2012
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2012,30-Sep-2012
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2019,30-Jun-2019
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2015,31-Dec-2015
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2016,30-Jun-2016
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2016,31-Mar-2016
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2014,31-Dec-2014
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2011,31-Mar-2011
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2010,30-Sep-2010
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2011,30-Sep-2011
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2018,30-Sep-2018
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2016,30-Jun-2016
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2017,30-Sep-2017
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2015,31-Mar-2015
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2015,30-Jun-2015
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2010,31-Mar-2010
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2017,31-Dec-2017
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2011,31-Dec-2011
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2018,31-Mar-2018
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2009,31-Dec-2009
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2015,30-Sep-2015
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2012,30-Jun-2012
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2014,31-Mar-2014
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2016,31-Dec-2016
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2010,30-Jun-2010
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2013,30-Jun-2013
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2010,31-Dec-2010
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2018,30-Jun-2018
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2014,30-Sep-2014
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Oct-2013,31-Dec-2013
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jul-2013,30-Sep-2013
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Jan-2016,31-Mar-2016
Arizona,AZ0408307,ROSIE'S DEN CAFE,205,LAS VEGAS,01-Apr-2011,30-Jun-2011
Arizona,AZ0408701,KATHERINE LANDING DWTP,"1,300",BOUDLER CITY,01-Jan-2008,31-Dec-2008
Arizona,AZ0408701,KATHERINE LANDING DWTP,"1,300",BOUDLER CITY,01-Jan-2002,31-Dec-2002
Arizona,AZ0408701,KATHERINE LANDING DWTP,"1,300",BOUDLER CITY,01-Jan-2003,31-Dec-2003
Arizona,AZ0408701,KATHERINE LANDING DWTP,"1,300",BOUDLER CITY,01-Jan-2004,31-Dec-2004
Arizona,AZ0408701,KATHERINE LANDING DWTP,"1,300",BOUDLER CITY,01-Jan-2006,31-Dec-2006
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Jan-2018,31-Mar-2018
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Jan-2014,31-Mar-2014
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Jan-1998,31-Dec-2000
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Jan-2004,31-Dec-2006
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Apr-2024,30-Jun-2024
Arizona,AZ0408703,NPS TEMPLE BAR WTP,305,BOUDLER CITY,01-Jul-2024,30-Sep-2024
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jan-2018,31-Mar-2018
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Oct-2013,31-Dec-2013
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jan-2014,31-Mar-2014
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jan-2013,31-Mar-2013
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Apr-2014,30-Jun-2014
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jan-2022,31-Mar-2022
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jul-2011,30-Sep-2011
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Apr-2024,30-Jun-2024
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Apr-2016,30-Jun-2016
Arizona,AZ0408704,WILLOW BEACH NPS,789,BOUDLER CITY,01-Jul-2024,30-Sep-2024
Arizona,AZ0409014,HEBER DWID,839,HEBER,01-Jul-2022,30-Sep-2022
Arizona,AZ0409014,HEBER DWID,839,HEBER,01-Apr-2022,30-Jun-2022
Arizona,AZ0409014,HEBER DWID,839,HEBER,01-Apr-2022,30-Jun-2022
Arizona,AZ0409014,HEBER DWID,839,HEBER,01-Jul-2022,30-Sep-2022
Arizona,AZ0409024,PORTER MOUNTAIN DWID,322,LAKESIDE,01-Jan-1998,31-Dec-2000
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2016,30-Sep-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2020,30-Sep-2020
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2016,31-Dec-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2016,30-Sep-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2015,31-Mar-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2015,31-Dec-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2014,31-Dec-2014
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2006,30-Sep-2006
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2006,31-Dec-2006
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2010,31-Mar-2010
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2010,31-Dec-2010
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2011,30-Sep-2011
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2015,30-Jun-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2012,30-Jun-2012
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2014,30-Jun-2014
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2015,30-Sep-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2016,30-Jun-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2008,30-Sep-2008
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2008,30-Jun-2008
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2009,30-Sep-2009
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2014,30-Sep-2014
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2015,30-Sep-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2015,30-Jun-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2014,30-Sep-2014
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2007,30-Jun-2007
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2015,31-Dec-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2016,30-Jun-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2016,31-Mar-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2007,31-Mar-2007
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2010,30-Jun-2010
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2017,30-Sep-2017
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2007,31-Dec-2007
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2016,31-Mar-2016
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2015,31-Mar-2015
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2013,30-Jun-2013
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Apr-2006,30-Jun-2006
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Oct-2008,31-Dec-2008
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jan-2008,31-Mar-2008
Arizona,AZ0409026,CITY OF SHOW LOW,"17,139",SHOW LOW,01-Jul-2012,30-Sep-2012
Arizona,AZ0409030,NAVAJO WATER - SUMMER PINES,580,PAYSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0409036,WHITE MOUNTAIN SUMMER HOMES DWID,"1,233",PINETOP,01-Jan-1998,31-Dec-2000
Arizona,AZ0409039,NAVAJO WATER - CHAPARRAL PINES,198,PAYSON,01-Jan-2020,31-Dec-2022
Arizona,AZ0409039,NAVAJO WATER - CHAPARRAL PINES,198,PAYSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0409041,PINEDALE DWID,376,PINEDALE,01-Jan-2018,31-Dec-2020
Arizona,AZ0409052,NAVAJO COUNTY GOVERNMENT COMPLEX,540,HOLBROOK,01-Jan-1998,31-Dec-2000
Arizona,AZ0410001,AJO IMPROVEMENT COMPANY,"2,654",AJO,01-Jan-2022,31-Mar-2022
Arizona,AZ0410001,AJO IMPROVEMENT COMPANY,"2,654",AJO,01-Jul-2021,30-Sep-2021
Arizona,AZ0410001,AJO IMPROVEMENT COMPANY,"2,654",AJO,01-Apr-2023,30-Jun-2023
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2008,31-Mar-2008
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2008,31-Mar-2008
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2008,31-Mar-2008
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2014,31-Dec-2014
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2014,31-Dec-2014
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2007,31-Mar-2007
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2009,30-Sep-2009
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Apr-2014,30-Jun-2014
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2012,31-Dec-2012
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2012,31-Dec-2012
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2012,31-Dec-2012
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2016,30-Sep-2016
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2016,30-Sep-2016
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2014,31-Dec-2014
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2008,31-Mar-2008
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2009,30-Sep-2009
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2012,31-Dec-2012
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2009,30-Sep-2009
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2009,30-Sep-2009
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2013,31-Dec-2013
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Apr-2019,30-Jun-2019
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Oct-2014,31-Dec-2014
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2016,30-Sep-2016
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jan-2007,31-Mar-2007
Arizona,AZ0410004,COMMUNITY WC OF GREEN VALLEY,"22,085",GREEN VALLEY,01-Jul-2016,30-Sep-2016
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410006,AVRA WATER COOP INC,"6,685",TUCSON,01-Oct-2007,31-Dec-2007
Arizona,AZ0410011,RIO VIEJO WATER,272,TUCSON,01-Jan-2021,31-Dec-2021
Arizona,AZ0410011,RIO VIEJO WATER,272,TUCSON,01-Jan-2023,31-Dec-2023
Arizona,AZ0410047,SASABE BORDER VILLAGE,42,SASABE,01-Jan-1998,31-Dec-2000
Arizona,AZ0410048,GW - SAHUARITA,235,PHOENIX,01-Jan-2003,31-Dec-2005
Arizona,AZ0410049,GW - CONTINENTAL,"4,483",PHOENIX,01-Jan-2003,31-Dec-2005
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Jan-2001,31-Dec-2003
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Oct-2002,31-Dec-2002
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Apr-2023,30-Jun-2023
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Apr-2003,30-Jun-2003
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Jul-2003,30-Sep-2003
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Oct-2003,31-Dec-2003
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Jan-2003,31-Mar-2003
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Jan-2004,31-Mar-2004
Arizona,AZ0410051,FLOWING WELLS IRRIGATION DISTRICT,"16,000",TUCSON,01-Oct-2019,31-Dec-2019
Arizona,AZ0410060,METROPOLITAN DWID - HUB,"4,252",TUCSON,01-Apr-2023,30-Jun-2023
Arizona,AZ0410060,METROPOLITAN DWID - HUB,"4,252",TUCSON,01-Apr-2023,30-Jun-2023
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Jan-2015,31-Mar-2015
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Jul-2013,30-Sep-2013
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Apr-2012,30-Jun-2012
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Jul-2012,30-Sep-2012
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Jul-2015,30-Sep-2015
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Apr-2015,30-Jun-2015
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Jan-2016,31-Mar-2016
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Oct-2009,31-Dec-2009
Arizona,AZ0410064,GW - LAS QUINTAS SERENAS WATER COMPANY,"3,627",PHOENIX,01-Oct-2015,31-Dec-2015
Arizona,AZ0410065,LAZY C WATER SERVICE,363,TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410065,LAZY C WATER SERVICE,363,TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410095,RAY WATER COMPANY INC,"4,900",TUCSON,01-Jan-2003,31-Dec-2005
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-2019,31-Dec-2021
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-2004,31-Dec-2006
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-2004,31-Dec-2006
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410112,TUCSON CITY OF,"732,906",TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2021,30-Sep-2021
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2022,31-Mar-2022
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2004,30-Sep-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2004,31-Mar-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2005,31-Mar-2005
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2003,31-Dec-2003
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2004,30-Jun-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2016,31-Mar-2016
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2009,31-Mar-2009
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2008,30-Jun-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2003,31-Mar-2003
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-1999,31-Dec-2001
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2005,30-Sep-2005
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2016,31-Dec-2016
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2018,31-Mar-2018
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2018,31-Dec-2018
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2008,30-Sep-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2002,31-Dec-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2003,31-Dec-2003
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2016,30-Sep-2016
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2017,31-Mar-2017
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2007,31-Dec-2007
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2017,30-Sep-2017
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2017,31-Dec-2017
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2017,30-Jun-2017
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2008,31-Mar-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2012,30-Sep-2012
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2005,30-Jun-2005
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2018,30-Sep-2018
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2008,31-Dec-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2012,30-Jun-2012
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2005,31-Mar-2005
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2018,30-Jun-2018
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2004,31-Mar-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2003,30-Sep-2003
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2006,30-Sep-2006
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2008,30-Sep-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2019,31-Dec-2019
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2008,30-Jun-2008
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2007,30-Sep-2007
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2014,30-Jun-2014
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2004,30-Jun-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Apr-2003,30-Jun-2003
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2021,31-Dec-2021
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2004,31-Dec-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2009,31-Dec-2009
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2004,30-Sep-2004
Arizona,AZ0410118,WHY DWID,400,AJO,01-Oct-2002,31-Dec-2002
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2011,31-Mar-2011
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jul-2002,30-Sep-2002
Arizona,AZ0410118,WHY DWID,400,AJO,01-Jan-2006,31-Mar-2006
Arizona,AZ0410127,SPANISH TRAIL WATER COMPANY,"3,435",TUCSON,01-Jan-1998,31-Dec-2000
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Apr-2016,30-Jun-2016
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Jul-2008,30-Sep-2008
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Jul-2010,30-Sep-2010
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Jan-2016,31-Mar-2016
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Oct-2009,31-Dec-2009
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Apr-2009,30-Jun-2009
Arizona,AZ0410142,RANCHO DEL CONEJO COMM WATER CO,900,TUCSON,01-Jul-2009,30-Sep-2009
